"ZIP","no2","STATE"
"00012",9.10608121047826,"CA"
"00014",22.8832073665412,"AZ"
"00015",14.6301957083881,"AZ"
"00016",6.422753380438,"CA"
"00017",4.47603575647366,"CA"
"00018",5.85058789463159,"CA"
"00019",10.5883380493517,"CA"
"00020",5.35382822640087,"CA"
"00022",4.82039466841816,"CA"
"00026",6.46865885285888,"CA"
"00027",13.2129958132807,"CO"
"00028",8.90430302700812,"CA"
"00029",4.32401145331772,"CA"
"00031",6.08774927717264,"CA"
"00032",2.55891144921897,"CA"
"00033",10.0207902986441,"CA"
"00034",3.20544152606019,"CA"
"00035",8.13227659990199,"CA"
"00037",7.37005164386733,"CA"
"00038",9.2029351576066,"CA"
"00039",6.131898754811,"CA"
"00040",4.78186235481538,"CA"
"00041",13.347097162569,"FL"
"00042",6.19014878619231,"FL"
"00043",11.8158578003252,"FL"
"00044",5.75069167447661,"CA"
"00045",3.59221018370785,"FL"
"00047",8.88025710126352,"CA"
"00048",9.41232421188921,"CA"
"00049",2.6162573782981,"CA"
"00050",2.7442309775038,"CA"
"00051",6.87834382258291,"CA"
"00052",6.04570010549026,"CA"
"00053",11.6867707469553,"FL"
"00054",2.81593852984277,"CA"
"00055",2.24746698770283,"CA"
"00056",21.5819782633377,"ID"
"00057",3.93683181858181,"CA"
"00058",4.9015626493324,"CA"
"00059",6.55364922479467,"MN"
"00060",5.55499299803098,"MN"
"00061",15.1025815333988,"CA"
"00063",6.74138311600213,"MT"
"00064",10.467956485913,"NM"
"00065",7.02090127042008,"CA"
"00066",7.39126686345187,"NM"
"00067",6.20868747015923,"OK"
"00068",6.30966531687334,"OR"
"00069",8.13991404655365,"OR"
"00070",9.56661087886155,"OR"
"00071",7.73113686542095,"UT"
"00072",4.22115443362134,"WA"
"00073",11.8247295328363,"WA"
"00074",9.41040775197958,"WA"
"00076",6.10904142237107,"WA"
"00077",8.8721458791552,"OR"
"00084",9.09024621731857,"NC"
"00087",6.9361970930556,"FL"
"00097",12.3407698162277,"FL"
"00098",11.90530802494,"FL"
"00100",12.0689989663096,"UT"
"00116",14.2566920625901,"LA"
"00119",12.3201916688146,"LA"
"00121",15.5421934161009,"LA"
"00125",5.65561411610448,"ME"
"00126",11.5970079924386,"ME"
"00127",7.24255480706577,"ME"
"00128",11.6880609482832,"ME"
"00130",7.28008450841279,"ME"
"00132",7.12088512766626,"ME"
"00133",11.0474486511924,"ME"
"00134",6.54332990759237,"ME"
"00135",7.22706794648351,"ME"
"00137",4.35317073965892,"ME"
"00138",5.84121239774568,"ME"
"00139",11.2903670021963,"ME"
"00141",9.14032037206554,"ME"
"00148",3.97033706769294,"ME"
"00151",5.26611746062252,"ME"
"00152",5.15285584524953,"MD"
"00158",6.90349479055148,"MA"
"00160",5.8750059484092,"MN"
"00161",6.46579704621876,"MN"
"00164",11.0738451136334,"MN"
