"ZIP","no2","STATE"
"00012",5.61403570874256,"CA"
"00014",17.3536483490347,"AZ"
"00015",11.9095627876685,"AZ"
"00016",7.49699766561791,"CA"
"00017",6.52259525192849,"CA"
"00018",8.58825892839124,"CA"
"00019",5.70875891215585,"CA"
"00020",3.32392035245843,"CA"
"00022",2.8911984747103,"CA"
"00026",8.62814128337587,"CA"
"00027",39.5137428628877,"CO"
"00028",5.20295599101099,"CA"
"00029",2.59956243271448,"CA"
"00031",6.056994708315,"CA"
"00032",2.2438546216097,"CA"
"00033",10.9551593568338,"CA"
"00034",1.25041515609013,"CA"
"00035",4.93217548372855,"CA"
"00037",1.93401164530732,"CA"
"00038",5.47492281918687,"CA"
"00039",1.90857563457581,"CA"
"00040",3.12536485211271,"CA"
"00041",6.61429803703131,"FL"
"00042",5.51461239173522,"FL"
"00043",6.10572724868,"FL"
"00044",3.50627525203035,"CA"
"00045",9.31135011654917,"FL"
"00047",2.79195307767955,"CA"
"00048",2.1226842995511,"CA"
"00049",1.44273047636478,"CA"
"00050",2.34556477441741,"CA"
"00051",5.71656929117279,"CA"
"00052",3.2949831794281,"CA"
"00053",9.93865455313475,"FL"
"00054",1.74960635052182,"CA"
"00055",6.33448876008159,"CA"
"00056",14.551905107939,"ID"
"00057",9.20759540543221,"CA"
"00058",3.25725650320857,"CA"
"00059",4.08332821514688,"MN"
"00060",3.46748209766538,"MN"
"00061",20.1235174577884,"CA"
"00063",9.27102746198106,"MT"
"00064",20.8275902707008,"NM"
"00065",2.87806561591606,"CA"
"00066",12.798353377898,"NM"
"00067",18.6035523403405,"OK"
"00068",2.2994134540021,"OR"
"00069",1.8372596301231,"OR"
"00070",3.0447445621998,"OR"
"00071",12.6308160551497,"UT"
"00072",1.99719374795548,"WA"
"00073",7.97543880019794,"WA"
"00074",3.05011183151368,"WA"
"00076",5.41503743866871,"WA"
"00077",1.777039535021,"OR"
"00084",6.2664371294793,"NC"
"00087",6.20935764997846,"FL"
"00097",5.95882500802965,"FL"
"00098",9.60994146314954,"FL"
"00100",21.9736806244565,"UT"
"00116",10.069038643612,"LA"
"00119",13.5206036470566,"LA"
"00120",12.9536272405102,"LA"
"00121",14.8131015422187,"LA"
"00122",11.8420455561956,"LA"
"00125",1.94358711741142,"ME"
"00126",5.72598922218768,"ME"
"00127",2.2248664886396,"ME"
"00128",7.98955240470838,"ME"
"00130",2.9451251881939,"ME"
"00132",2.94254996662073,"ME"
"00133",5.59797311895847,"ME"
"00134",2.26825442361582,"ME"
"00135",2.91471906632737,"ME"
"00137",1.69754174751198,"ME"
"00138",2.27103285556922,"ME"
"00139",6.7769391829761,"ME"
