"ZIP","no2","STATE"
"00012",12.9647909366221,"CA"
"00014",24.9638399457533,"AZ"
"00015",14.7707111944569,"AZ"
"00016",8.29938269428194,"CA"
"00017",5.17964954959849,"CA"
"00018",5.90635027852329,"CA"
"00019",9.55604898261392,"CA"
"00020",5.18801021282098,"CA"
"00022",4.81203398301953,"CA"
"00026",6.7431414577395,"CA"
"00027",13.4250404482815,"CO"
"00028",12.4680448113879,"CA"
"00029",5.12785982008104,"CA"
"00031",12.5545712791989,"CA"
"00032",4.22163986774627,"CA"
"00033",16.6516199611354,"CA"
"00034",4.93366130782138,"CA"
"00035",11.2912571660957,"CA"
"00037",9.1192866377493,"CA"
"00038",12.8648040623245,"CA"
"00039",8.33513890723728,"CA"
"00040",5.16943868738058,"CA"
"00041",8.37586601306208,"FL"
"00042",5.56280439109838,"FL"
"00043",7.58096444954678,"FL"
"00044",3.99633375002502,"CA"
"00045",5.95439512081709,"FL"
"00047",9.781450765028,"CA"
"00048",10.2959406127921,"CA"
"00049",4.63549615537876,"CA"
"00050",4.15219846745977,"CA"
"00051",8.14139241855207,"CA"
"00052",6.30049661232042,"CA"
"00053",6.90277492744437,"FL"
"00054",4.95472344206933,"CA"
"00055",4.04023516650197,"CA"
"00056",17.1024236300154,"ID"
"00057",8.51965441790178,"CA"
"00058",4.58221628025172,"CA"
"00059",6.30157945775281,"MN"
"00060",6.44611495315634,"MN"
"00061",16.8585422248075,"CA"
"00063",8.00290985808812,"MT"
"00064",10.7338908569307,"NM"
"00065",7.40182447727864,"CA"
"00066",6.56982780783355,"NM"
"00067",11.9015068728222,"OK"
"00068",8.39700886053293,"OR"
"00069",10.4678753563076,"OR"
"00070",13.1189798829562,"OR"
"00071",8.54930298224719,"UT"
"00072",8.14309080873858,"WA"
"00073",12.8253250728654,"WA"
"00074",14.1563014546351,"WA"
"00076",12.0067321215356,"WA"
"00077",11.1978401680993,"OR"
"00084",13.8998546071605,"NC"
"00087",4.31076081282268,"FL"
"00097",7.00747072840628,"FL"
"00098",8.82692987646753,"FL"
"00100",17.8033965734475,"UT"
"00116",13.5051598460308,"LA"
