"ZIP","no2","STATE"
"00012",10.3654511118452,"CA"
"00014",18.5529523087841,"AZ"
"00015",16.8972389144099,"AZ"
"00016",14.6116436074765,"CA"
"00017",10.3136726727735,"CA"
"00018",11.5940534774352,"CA"
"00019",17.2810254036591,"CA"
"00020",8.11341343813784,"CA"
"00022",4.13095755907941,"CA"
"00026",13.9741534569817,"CA"
"00027",36.2781094898524,"CO"
"00028",16.0681148084588,"CA"
"00029",3.93793292889812,"CA"
"00031",12.8535069039093,"CA"
"00032",5.15195433955223,"CA"
"00033",19.4987575968174,"CA"
"00034",3.84598704817749,"CA"
"00035",10.7049327810433,"CA"
"00037",6.54276968859335,"CA"
"00038",8.51879190200275,"CA"
"00039",5.07512777983149,"CA"
"00040",7.5043884153697,"CA"
"00041",11.4345716045329,"FL"
"00042",10.8214373754657,"FL"
"00043",12.2114756859451,"FL"
"00044",8.09957617252521,"CA"
"00045",7.21118762942049,"FL"
"00047",6.16502095132733,"CA"
"00048",5.43349387209404,"CA"
"00049",3.33641641359076,"CA"
"00050",4.11229480324111,"CA"
"00051",11.049492308508,"CA"
"00052",8.61952427839326,"CA"
"00053",12.8117306812312,"FL"
"00054",3.47324726467865,"CA"
"00055",3.88698404610939,"CA"
"00056",18.019299577447,"ID"
"00057",9.55575153810049,"CA"
"00058",8.15206114488381,"CA"
"00059",2.59595748470943,"MN"
"00060",2.07924661540625,"MN"
"00061",21.748477049701,"CA"
"00063",9.96340777506871,"MT"
"00064",18.7540798640344,"NM"
"00065",6.80105811022417,"CA"
"00066",13.6313574316891,"NM"
"00067",18.840513805202,"OK"
"00068",2.91270927240329,"OR"
"00069",4.19268029334882,"OR"
"00070",5.62142976524687,"OR"
"00071",20.3683723029864,"UT"
"00072",5.06207969096064,"WA"
"00073",10.9744777401103,"WA"
"00074",8.5361540335793,"WA"
"00075",7.45083118436882,"MT"
"00076",6.2132654202329,"WA"
"00077",4.58314088684759,"OR"
"00078",9.44440275931519,"ID"
"00082",12.6987352217926,"VT"
"00083",43.1910294850047,"NY"
"00084",5.4858228131299,"NC"
"00087",13.5397820786319,"FL"
"00097",12.0407567491066,"FL"
"00098",11.2528720852014,"FL"
"00100",26.8620265944046,"UT"
"00116",16.6151607693319,"LA"
"00119",17.0475506175015,"LA"
"00120",14.9276367072216,"LA"
"00121",21.1384760089875,"LA"
"00122",15.2575808020395,"LA"
"00125",1.60170119041734,"ME"
"00126",3.05166858799733,"ME"
"00127",1.13864955236219,"ME"
"00128",4.48066895616705,"ME"
"00130",2.23296857211251,"ME"
"00132",2.44764281077148,"ME"
"00133",3.56645164715406,"ME"
"00134",1.28086114536137,"ME"
"00135",2.41427008820994,"ME"
"00137",1.7239595582986,"ME"
"00138",2.00342884295415,"ME"
