,State,Year,gas_data
1849,ND,2003,3.202854128703356
1850,OH,2003,45.90649588707501
1851,OK,2003,29.00040492448644
1852,OR,2003,11.24852332902733
1853,PA,2003,37.56772633504342
1854,RI,2003,4.249071098799201
1855,SC,2003,7.866847330442717
1856,SD,2003,2.301825628099909
1857,TN,2003,13.82583933280277
1858,TX,2003,216.4211889032281
1859,UT,2003,8.557121752327525
1860,VT,2003,0.4423353386783192
1861,VA,2003,14.2747312867797
1862,WA,2003,13.40910005008391
1863,WV,2003,7.060506352611178
1864,WI,2003,20.77546915381763
1865,WY,2003,6.2014734472135
1870,AL,2004,20.42182225049638
1871,AK,2004,20.97505955258922
1872,AZ,2004,18.8594057753566
1873,AR,2004,11.35217524978103
1874,CA,2004,128.8246306724491
1875,CO,2004,23.33471124007358
1876,CT,2004,8.76773934702924
1877,DE,2004,2.605279764986342
1878,DC,2004,1.756069553333333
1879,FL,2004,40.06311969589461
1880,GA,2004,21.22897281175313
1881,HI,2004,0.1532876154060929
1882,ID,2004,4.102431342729696
1883,IL,2004,50.73955901447243
1884,IN,2004,27.65792614623382
1885,IA,2004,11.8792219880637
1886,KS,2004,13.5625274312657
1887,KY,2004,12.1356086004163
1888,LA,2004,71.83564255209971
1889,ME,2004,4.718540199560939
1890,MD,2004,10.66445659234154
1891,MA,2004,20.26729893707405
1892,MI,2004,49.34534340111712
1893,MN,2004,19.03011251244425
1894,MS,2004,15.19122764440857
1895,MO,2004,14.15062455885908
1896,MT,2004,3.585710440246719
1897,NE,2004,6.076673646222736
1898,NV,2004,11.73534876526178
1899,NH,2004,3.375947423864579
1900,NJ,2004,34.05984266300747
1901,NM,2004,11.93875191824502
1902,NY,2004,59.60922785144889
1903,NC,2004,12.1309628731152
1904,ND,2004,3.199193295179107
1905,OH,2004,45.14014994057521
1906,OK,2004,29.0199979760467
1907,OR,2004,12.4834116949399
1908,PA,2004,37.95534993005968
1909,RI,2004,3.933339638075379
1910,SC,2004,8.82923019633806
1911,SD,2004,2.192281094018217
1912,TN,2004,12.46064946905714
1913,TX,2004,209.9570242286392
1914,UT,2004,8.611085226250864
1915,VT,2004,0.4569286308949828
1916,VA,2004,15.00310815213135
1917,WA,2004,14.16108107552211
1918,WV,2004,6.763890580379824
1919,WI,2004,20.19127496579911
1920,WY,2004,5.783127822739775
1925,AL,2005,18.93258176851925
1926,AK,2005,22.34870489962326
1927,AZ,2005,17.42550477199961
1928,AR,2005,11.3053384218127
1929,CA,2005,120.5368987250584
1930,CO,2005,25.30186366096049
1931,CT,2005,9.048050371854885
1932,DE,2005,2.547834083750144
1933,DC,2005,1.78958406
1934,FL,2005,42.57397871078158
1935,GA,2005,22.36686551959897
1936,HI,2005,0.1527617281609555
1937,ID,2005,4.094794702972722
1938,IL,2005,51.6643508620916
1939,IN,2005,28.14030614317596
1940,IA,2005,12.68360104020568
1941,KS,2005,13.48240032611376
1942,KY,2005,12.53818323664599
1943,LA,2005,70.62421254659753
1944,ME,2005,3.423385120377195
1945,MD,2005,11.20364187595068
1946,MA,2005,20.39134178945564
1947,MI,2005,48.73691262479763
1948,MN,2005,19.54798524859822
1949,MS,2005,16.27430390774634
1950,MO,2005,14.36333278448987
1951,MT,2005,3.713658363057937
1952,NE,2005,6.288557736804345
1953,NV,2005,12.48494983806303
1954,NH,2005,3.857822762055374
1955,NJ,2005,33.03197353542082
1956,NM,2005,11.74350597425229
1957,NY,2005,58.54106200866266
1958,NC,2005,12.41757607325556
1959,ND,2005,2.875223981478135
1960,OH,2005,45.07367898495443
1961,OK,2005,31.38956872178365
1962,OR,2005,12.55908464202515
1963,PA,2005,37.74843187141258
1964,RI,2005,4.360262487296673
1965,SC,2005,9.30830043799722
1966,SD,2005,2.249990266945188
1967,TN,2005,12.44755055373367
1968,TX,2005,188.7177814378774
1969,UT,2005,8.85231819197911
1970,VT,2005,0.4405227753335417
1971,VA,2005,16.37220934247844
1972,WA,2005,14.29553261204788
1973,WV,2005,6.542531619147514
1974,WI,2005,21.77530580601045
1975,WY,2005,5.835646461098824
1980,AL,2006,21.01184870441165
1981,AK,2006,19.40922855510208
1982,AZ,2006,19.33125654711646
1983,AR,2006,12.60914485271022
1984,CA,2006,124.5437431742259
1985,CO,2006,24.36681100965136
1986,CT,2006,9.290276143144732
1987,DE,2006,2.344613932324746
1988,DC,2006,1.57872352
1989,FL,2006,48.51418382866387
1990,GA,2006,22.7168635603698
1991,HI,2006,0.1536678323213737
1992,ID,2006,4.147403048939331
1993,IL,2006,47.71818254708849
1994,IN,2006,26.28794671232764
1995,IA,2006,12.61407592003538
1996,KS,2006,14.03929999469301
1997,KY,2006,11.3104863903925
1998,LA,2006,69.5744481421975
1999,ME,2006,3.549320261177105
2000,MD,2006,9.990411193400295
2001,MA,2006,19.96860960422085
2002,MI,2006,42.95992971386491
2003,MN,2006,18.80764083666343
2004,MS,2006,16.56102701935651
2005,MO,2006,13.56115723461388
2006,MT,2006,3.924264674522413
2007,NE,2006,6.873482306768052
2008,NV,2006,13.63278919684574
2009,NH,2006,3.421682177836006
2010,NJ,2006,29.93740605322301
2011,NM,2006,11.89665756497717
2012,NY,2006,59.251478855952
2013,NC,2006,12.04451349089295
2014,ND,2006,2.913076508503389
2015,OH,2006,40.36822557017825
2016,OK,2006,33.75303478183306
2017,OR,2006,12.05220582273406
2018,PA,2006,35.95216178613299
2019,RI,2006,4.151392689513846
2020,SC,2006,9.507013451004603
2021,SD,2006,2.147166468075298
2022,TN,2006,12.02556715401524
2023,TX,2006,185.0663849402217
2024,UT,2006,10.39345849959774
2025,VT,2006,0.4226767591707588
2026,VA,2006,14.89547364317281
2027,WA,2006,14.24163938568802
2028,WV,2006,6.616422729023498
2029,WI,2006,19.75406567437545
2030,WY,2006,5.854141694668864
2035,AL,2007,22.51593945493628
2036,AK,2007,19.20009414955808
2037,AZ,2007,21.27697949707725
2038,AR,2007,12.01110814661456
2039,CA,2007,129.3193498015689
2040,CO,2007,27.2396071864753
2041,CT,2007,9.691727439835246
2042,DE,2007,2.617116715490063
2043,DC,2007,1.79504512
2044,FL,2007,49.91363117876155
2045,GA,2007,23.84699448780064
2046,HI,2007,0.1557693760475668
2047,ID,2007,4.403142570246862
2048,IL,2007,51.48821873516117
2049,IN,2007,28.52037463271797
2050,IA,2007,15.44326559577323
2051,KS,2007,15.19904784494771
2052,KY,2007,12.30033314364137
2053,LA,2007,73.86275225145123
2054,ME,2007,3.521771559497906
2055,MD,2007,11.02609067117666
2056,MA,2007,22.1246874714978
2057,MI,2007,42.91182305899597
2058,MN,2007,20.76785983238288
2059,MS,2007,19.67247388051604
2060,MO,2007,14.61168381374099
2061,MT,2007,3.920656445747852
2062,NE,2007,8.01661520916045
2063,NV,2007,13.89502073649255
2064,NH,2007,3.427308710497018
2065,NJ,2007,33.8460167148825
2066,NM,2007,12.52641569124981
2067,NY,2007,64.23899240318576
2068,NC,2007,12.79417959961903
2069,ND,2007,3.248868345464142
2070,OH,2007,43.77238050508132
2071,OK,2007,35.46115110320258
2072,OR,2007,13.66727977867544
2073,PA,2007,40.99386713568016
2074,RI,2007,4.772879297803077
2075,SC,2007,9.514896704247537
2076,SD,2007,2.829180676035245
2077,TN,2007,11.99352450195359
2078,TX,2007,189.2378430537731
2079,UT,2007,12.14547065920931
2080,VT,2007,0.4650560423843088
2081,VA,2007,17.41274438440315
2082,WA,2007,14.67669690803165
2083,WV,2007,6.520711055748047
2084,WI,2007,21.19167223465427
2085,WY,2007,7.544864712036702
2090,AL,2008,21.64091713977702
2091,AK,2008,17.7239696780612
2092,AZ,2008,21.69554724107444
2093,AR,2008,12.4661508060593
2094,CA,2008,129.5031514736349
2095,CO,2008,26.93380265678374
2096,CT,2008,8.957638542908905
2097,DE,2008,2.600789651234268
2098,DC,2008,1.73767748
2099,FL,2008,51.29065989655832
2100,GA,2008,22.81761800845059
2101,HI,2008,0.1484707510390421
2102,ID,2008,4.750131869769437
2103,IL,2008,53.26175068862542
2104,IN,2008,29.07288789942054
2105,IA,2008,17.1218120792994
2106,KS,2008,15.24671947544827
2107,KY,2008,12.13761613971614
2108,LA,2008,70.64161700870682
2109,ME,2008,3.895704575522961
2110,MD,2008,10.71625035017133
2111,MA,2008,21.92787661874842
2112,MI,2008,41.98544161142713
2113,MN,2008,22.78077958335841
2114,MS,2008,19.07914569071391
2115,MO,2008,15.69018666891975
2116,MT,2008,4.051425671205109
2117,NE,2008,9.013801885980772
2118,NV,2008,14.54974435616257
2119,NH,2008,3.914010786850914
2120,NJ,2008,33.56844757160889
2121,NM,2008,13.19244024628928
2122,NY,2008,63.73423153026015
2123,NC,2008,13.05545599835711
2124,ND,2008,3.42629778419592
2125,OH,2008,43.10388378572991
2126,OK,2008,37.16629774590462
2127,OR,2008,14.42341896784098
2128,PA,2008,40.86536410321012
2129,RI,2008,4.822811228024339
2130,SC,2008,9.177624998196645
2131,SD,2008,3.405092695241172
2132,TN,2008,12.45415343711387
2133,TX,2008,190.3629495521815
2134,UT,2008,12.475686686801
2135,VT,2008,0.453584193961582
2136,VA,2008,16.33840755058973
2137,WA,2008,16.12786112436759
2138,WV,2008,6.260700532988681
2139,WI,2008,21.75367671805797
2140,WY,2008,7.595418169212129
2145,AL,2009,24.40163160494836
2146,AK,2009,17.65925378629292
2147,AZ,2009,19.98856526126737
2148,AR,2009,12.97901753140126
2149,CA,2009,125.1211718950596
2150,CO,2009,27.86594898022765
2151,CT,2009,9.949196713532737
2152,DE,2009,2.700699995655446
2153,DC,2009,1.821912876666667
2154,FL,2009,57.2428409657337
2155,GA,2009,24.89915003739052
2156,HI,2009,0.1430963256961889
2157,ID,2009,4.564742704220114
2158,IL,2009,50.85740489386725
2159,IN,2009,26.74843970150386
2160,IA,2009,16.47260040646247
2161,KS,2009,15.23300054798811
2162,KY,2009,11.14242017470817
2163,LA,2009,67.62765891075158
2164,ME,2009,3.843365739101698
2165,MD,2009,10.75701520893866
2166,MA,2009,21.58467053050125
2167,MI,2009,39.52374002692676
2168,MN,2009,21.22489118900871
2169,MS,2009,19.44899692824916
2170,MO,2009,14.01001470366551
2171,MT,2009,4.010533763084402
2172,NE,2009,8.595254984872291
2173,NV,2009,15.04231506300287
2174,NH,2009,3.281422642463102
2175,NJ,2009,33.78166306131531
2176,NM,2009,12.92251138070234
2177,NY,2009,61.73136116683307
2178,NC,2009,13.22193943735412
2179,ND,2009,2.999891314004207
2180,OH,2009,40.38373758059065
2181,OK,2009,35.581565856115
2182,OR,2009,13.39052975504797
2183,PA,2009,44.1220239837174
2184,RI,2009,5.016244140456054
2185,SC,2009,10.32667935406483
2186,SD,2009,3.436734753343831
2187,TN,2009,11.64231062476985
2188,TX,2009,181.2082001636724
2189,UT,2009,11.74614136633955
2190,VT,2009,0.4540963892972046
2191,VA,2009,17.39689818641667
2192,WA,2009,16.80157699670088
2193,WV,2009,6.207309306493205
2194,WI,2009,20.55492570634677
2195,WY,2009,7.584271428264025
2200,AL,2010,28.55660066197177
2201,AK,2010,17.24082011498556
2202,AZ,2010,17.80890239907572
2203,AR,2010,14.39888732308761
2204,CA,2010,121.7951563349468
2205,CO,2010,26.68136741513995
2206,CT,2010,10.76871084807631
2207,DE,2010,2.960459991575585
2208,DC,2010,1.79014792
2209,FL,2010,62.49885219119138
2210,GA,2010,28.44260686300878
2211,HI,2010,0.1443030106617174
2212,ID,2010,4.464586798286069
2213,IL,2010,51.1238855385012
2214,IN,2010,30.21275408447092
2215,IA,2010,16.25830698739529
2216,KS,2010,14.62009888542652
2217,KY,2010,12.45690961040683
2218,LA,2010,76.4508661957162
2219,ME,2010,4.237552820059096
2220,MD,2010,11.51000906569598
2221,MA,2010,23.65861613660541
2222,MI,2010,39.95509261979166
2223,MN,2010,22.34226146233031
2224,MS,2010,23.34551884702265
2225,MO,2010,14.84016348959158
2226,MT,2010,3.821530255000275
2227,NE,2010,8.823771993470482
2228,NV,2010,14.19523168277499
2229,NH,2010,3.311108628460534
2230,NJ,2010,35.54367765736866
2231,NM,2010,12.85289433516454
2232,NY,2010,64.8470137615225
2233,NC,2010,16.19138596496803
2234,ND,2010,3.647869171215993
2235,OH,2010,42.46474707034201
2236,OK,2010,36.48172432054666
2237,OR,2010,12.77777883687645
2238,PA,2010,47.79087753623676
2239,RI,2010,5.064202806245496
2240,SC,2010,11.83797502504014
2241,SD,2010,3.783902954492435
2242,TN,2010,13.77769225644712
2243,TX,2010,192.0766150255131
2244,UT,2010,12.03896308266465
2245,VT,2010,0.4452463195132301
2246,VA,2010,20.34186362381024
2247,WA,2010,15.49964959765344
2248,WV,2010,6.378572105508781
2249,WI,2010,19.73656607776713
2250,WY,2010,7.988078687877417
2255,AL,2011,31.97942474978552
2256,AK,2011,17.50110002492151
2257,AZ,2011,15.51652516445334
2258,AR,2011,15.13991583036545
2259,CA,2011,114.970667902602
2260,CO,2011,25.17178145956058
2261,CT,2011,12.47337613931388
2262,DE,2011,4.294970698694899
2263,DC,2011,1.772733306666666
2264,FL,2011,65.42536984263138
2265,GA,2011,27.94753615557078
2266,HI,2011,0.1448273150330465
2267,ID,2011,4.401957652068393
2268,IL,2011,52.361966391536
2269,IN,2011,33.1807704839473
2270,IA,2011,16.08194379726676
2271,KS,2011,14.86938430642575
2272,KY,2011,11.92105311896954
2273,LA,2011,79.1786254311119
2274,ME,2011,3.92368100097506
2275,MD,2011,10.53093746188394
2276,MA,2011,24.53203266688098
2277,MI,2011,41.46056116800321
2278,MN,2011,22.2238582813676
2279,MS,2011,22.9966657434484
2280,MO,2011,14.48149890534028
2281,MT,2011,4.170334835511555
2282,NE,2011,9.034363084918041
2283,NV,2011,13.56616316912958
2284,NH,2011,3.848424425099629
2285,NJ,2011,35.88421202951819
2286,NM,2011,13.13916274606967
2287,NY,2011,66.0819854354493
2288,NC,2011,16.30798289674922
2289,ND,2011,4.043507174079471
2290,OH,2011,44.4892346100353
2291,OK,2011,35.37172636049988
2292,OR,2011,10.68596566555246
2293,PA,2011,52.57262257170655
2294,RI,2011,5.423926566189468
2295,SC,2011,12.33400427520672
2296,SD,2011,3.839090919992534
2297,TN,2011,13.99402035525632
2298,TX,2011,197.8827189469893
2299,UT,2011,12.11452071461488
2300,VT,2011,0.4547574173535279
2301,VA,2011,20.20235699877117
2302,WA,2011,14.28792047957242
2303,WV,2011,6.535850475120371
2304,WI,2011,20.923026834764
2305,WY,2011,8.339840120251889
2310,AL,2012,35.50168375015617
2311,AK,2012,17.83265308661
2312,AZ,2012,17.93627423052065
2313,AR,2012,15.74476746044985
2314,CA,2012,128.5070173394949
2315,CO,2012,24.04265134779973
2316,CT,2012,12.47240760155274
2317,DE,2012,5.47350790119751
2318,DC,2012,1.559335433333333
2319,FL,2012,71.30118910060227
2320,GA,2012,32.8249094676825
2321,HI,2012,0.1483571246003815
2322,ID,2012,4.724701109741076
2323,IL,2012,49.80853301521206
2324,IN,2012,34.10703799327432
2325,IA,2012,15.49386753531281
2326,KS,2012,13.91424225526056
2327,KY,2012,12.08480047264291
2328,LA,2012,81.57491364612278
2329,ME,2012,3.667577203470821
2330,MD,2012,11.45488423122241
2331,MA,2012,22.76061630462748
2332,MI,2012,42.2778918958505
2333,MN,2012,22.46132189421522
2334,MS,2012,26.25753996618377
2335,MO,2012,13.5964019703863
2336,MT,2012,3.938918272508106
2337,NE,2012,8.386066927518836
2338,NV,2012,14.90543526126595
2339,NH,2012,3.927731488745444
2340,NJ,2012,35.47220262795153
2341,NM,2012,13.01305050951795
2342,NY,2012,66.72792359014923
2343,NC,2012,19.28805077289685
2344,ND,2012,4.020879069255797
2345,OH,2012,45.53584839255618
2346,OK,2012,37.20209456268445
2347,OR,2012,11.57019275590238
2348,PA,2012,56.60832244165009
2349,RI,2012,5.204432681311274
2350,SC,2012,13.10278030947971
2351,SD,2012,3.69874773244017
2352,TN,2012,14.66718528230515
2353,TX,2012,205.9669652322289
2354,UT,2012,12.18309888577486
2355,VT,2012,0.4335892891702963
2356,VA,2012,22.31179329689852
2357,WA,2012,14.24674329135484
2358,WV,2012,7.312201595820516
2359,WI,2012,21.48290751176273
2360,WY,2012,8.145143979746411
2365,AL,2013,32.72752868477603
2366,AK,2013,17.04887634307365
2367,AZ,2013,17.99534922148894
2368,AR,2013,15.05472228162667
2369,CA,2013,129.6119616941151
2370,CO,2013,25.31140251765409
2371,CT,2013,12.66123233369666
2372,DE,2013,5.262175731000572
2373,DC,2013,1.7880995
2374,FL,2013,65.787507246985
2375,GA,2013,33.32079766860337
2376,HI,2013,0.151286859068468
2377,ID,2013,5.613041936250205
2378,IL,2013,56.2553528859972
2379,IN,2013,35.38625463187802
2380,IA,2013,17.39009002912822
2381,KS,2013,14.97160622807875
2382,KY,2013,12.2287320516197
2383,LA,2013,77.28183133251923
2384,ME,2013,3.418073008852648
2385,MD,2013,10.90173318898536
2386,MA,2013,22.97151793645717
2387,MI,2013,43.68598488531424
2388,MN,2013,25.00617787330448
2389,MS,2013,22.36463886826628
2390,MO,2013,14.77503888662601
2391,MT,2013,4.307826988546357
2392,NE,2013,9.316775896585883
2393,NV,2013,14.93376129585665
2394,NH,2013,2.932208275407697
2395,NJ,2013,37.61902129000133
2396,NM,2013,13.17682816710576
2397,NY,2013,69.54911177980836
2398,NC,2013,23.34375569548872
2399,ND,2013,4.525663999471149
2400,OH,2013,49.52070375328571
2401,OK,2013,35.57000904089234
2402,OR,2013,12.82016771387024
2403,PA,2013,61.52020324328657
2404,RI,2013,4.661285858256992
2405,SC,2013,12.37026773712327
2406,SD,2013,4.376972636983314
2407,TN,2013,14.84212542174614
2408,TX,2013,214.5639425266669
2409,UT,2013,13.54317807752937
2410,VT,2013,0.5136928342245722
2411,VA,2013,22.79049557936971
2412,WA,2013,17.19333966295352
2413,WV,2013,7.962537449113723
2414,WI,2013,23.7582862042321
2415,WY,2013,8.022088620321492
2420,AL,2014,34.0002641458494
2421,AK,2014,16.8564729797283
2422,AZ,2014,16.68588165568353
2423,AR,2014,14.24551584848166
2424,CA,2014,125.7321654263131
2425,CO,2014,26.14060456167649
2426,CT,2014,12.76820430214106
2427,DE,2014,5.598458894233175
2428,DC,2014,1.870417633333333
2429,FL,2014,65.5454204780658
2430,GA,2014,34.88907202581709
2431,HI,2014,0.1473257325305271
2432,ID,2014,4.895361068482142
2433,IL,2014,58.61271237582408
2434,IN,2014,37.653745469696
2435,IA,2014,17.74602104494992
2436,KS,2014,15.13245485828373
2437,KY,2014,13.61738944476139
2438,LA,2014,79.41939281358626
2439,ME,2014,3.251113773330441
2440,MD,2014,11.51953105711388
2441,MA,2014,22.81703766657722
2442,MI,2014,46.0944279944299
2443,MN,2014,25.56699988542112
2444,MS,2014,23.01093122620548
2445,MO,2014,15.8232514435074
2446,MT,2014,4.183261260038453
2447,NE,2014,9.337655638208151
2448,NV,2014,13.83812556943743
2449,NH,2014,3.095012881652142
2450,NJ,2014,42.54358449665786
2451,NM,2014,13.32428139517738
2452,NY,2014,73.57557293454285
2453,NC,2014,24.24420553966043
2454,ND,2014,4.893720598548802
2455,OH,2014,55.39741144653721
2456,OK,2014,34.72368697811051
2457,OR,2014,11.86798720224472
2458,PA,2014,68.14864093945381
2459,RI,2014,4.82271448529165
2460,SC,2014,12.31440191871744
2461,SD,2014,4.340599187888113
2462,TN,2014,16.35863806039755
2463,TX,2014,210.5047806008828
2464,UT,2014,13.17302364196254
2465,VT,2014,0.5710287475741028
2466,VA,2014,23.05205728306573
2467,WA,2014,16.776372490544
2468,WV,2014,9.359035427252017
2469,WI,2014,25.06855250761774
2470,WY,2014,7.314587354109622
2475,AL,2015,36.648501861345
2476,AK,2015,17.06923470549932
2477,AZ,2015,19.2806924850267
2478,AR,2015,15.49534840505325
2479,CA,2015,124.2182643832477
2480,CO,2015,25.73660515262045
2481,CT,2015,13.74624097966695
2482,DE,2015,5.626657326064239
2483,DC,2015,1.78068605
2484,FL,2015,72.69215461029196
2485,GA,2015,37.36862847235268
2486,HI,2015,0.1509796689433928
2487,ID,2015,5.633555844009303
2488,IL,2015,53.47461619801773
2489,IN,2015,38.19448561108765
2490,IA,2015,17.28310054263088
2491,KS,2015,14.51140448117631
2492,KY,2015,14.36902536361512
2493,LA,2015,81.81555189717486
2494,ME,2015,2.819184198003567
2495,MD,2015,11.96655959403135
2496,MA,2015,24.08802595938951
2497,MI,2015,45.71358058553135
2498,MN,2015,23.36540980936154
2499,MS,2015,28.12182146204923
2500,MO,2015,14.18310798237257
2501,MT,2015,4.038041552989878
2502,NE,2015,8.810587128767732
2503,NV,2015,16.4982930974506
2504,NH,2015,3.723551992728303
2505,NJ,2015,41.10476508225664
2506,NM,2015,13.51241858975115
2507,NY,2015,73.70499987741918
2508,NC,2015,27.05785437816416
2509,ND,2015,5.483059198506794
2510,OH,2015,53.92495169615415
2511,OK,2015,36.98846928431689
2512,OR,2015,12.88303277775522
2513,PA,2015,68.57856580277713
2514,RI,2015,5.086630296730562
2515,SC,2015,14.8304577942678
2516,SD,2015,4.30446460700397
2517,TN,2015,16.79335158779637
2518,TX,2015,220.8807018811468
2519,UT,2015,12.68987028276381
2520,VT,2015,0.6433304206466228
2521,VA,2015,27.63417607203355
2522,WA,2015,17.15723896330367
2523,WV,2015,9.900884827098388
2524,WI,2015,24.91398453064028
2525,WY,2015,6.496480954004102
2530,AL,2016,37.35006645194613
2531,AK,2016,16.9022366763927
2532,AZ,2016,19.73745330575003
