"ZIP","pm25","STATE"
"00012",2.42758337448089,"CA"
"00014",4.05644847491543,"AZ"
"00015",3.6607410580812,"AZ"
"00016",3.26081592593188,"CA"
"00017",2.98589191806401,"CA"
"00018",4.63370136257573,"CA"
"00019",2.56465856746267,"CA"
"00020",2.74506303729128,"CA"
"00022",3.25199246052896,"CA"
"00026",3.19512792303899,"CA"
"00027",3.21652143571625,"CO"
"00028",2.03451296127152,"CA"
"00029",2.47329256994132,"CA"
"00031",2.3533560512283,"CA"
"00032",4.49585730034214,"CA"
"00033",2.36106221683654,"CA"
"00034",1.95453741251164,"CA"
"00035",2.11659111910766,"CA"
"00037",2.14149873729473,"CA"
"00038",3.46854370446787,"CA"
"00039",2.18974297680293,"CA"
"00040",2.59396818729473,"CA"
"00041",6.72928288324013,"FL"
"00042",7.38438954666636,"FL"
"00043",5.50049627700901,"FL"
"00044",2.00047933906042,"CA"
"00045",8.42971955199376,"FL"
"00047",2.33594795641989,"CA"
"00048",2.25706625965601,"CA"
"00049",1.70274236290629,"CA"
"00050",1.93639273088664,"CA"
"00051",1.92069426446704,"CA"
"00052",2.04009422271481,"CA"
"00053",7.67479444233646,"FL"
"00054",2.3682456264794,"CA"
"00055",1.69126190910039,"CA"
"00056",5.45027168616211,"ID"
"00057",6.59162609482127,"CA"
"00058",2.64977652259081,"CA"
"00059",4.53363558883636,"MN"
"00060",3.99949748917152,"MN"
"00061",8.75914678418965,"CA"
"00063",5.58900847606677,"MT"
"00064",3.62308167350837,"NM"
"00065",2.11980993536712,"CA"
"00066",5.19310985127338,"NM"
"00067",7.1513227438178,"OK"
"00068",3.0868169668788,"OR"
"00069",2.25668257893958,"OR"
"00070",2.27579141151475,"OR"
"00071",2.40042346867616,"UT"
"00072",1.57749203419072,"WA"
"00073",3.40434919835344,"WA"
"00074",2.38128502508005,"WA"
"00076",1.30376611665661,"WA"
"00077",2.40781252806522,"OR"
"00084",8.59473066269041,"NC"
"00087",7.83096516828775,"FL"
"00097",5.76530852302149,"FL"
"00098",5.87888403524667,"FL"
"00100",3.82704046632703,"UT"
"00116",10.1044231804923,"LA"
"00119",9.89150710263678,"LA"
"00121",8.53355318758844,"LA"
"00125",4.4770847556429,"ME"
"00126",5.05220117888723,"ME"
"00127",4.82292953515515,"ME"
"00128",4.64010378814471,"ME"
"00130",5.15865069978739,"ME"
"00132",4.87445311404676,"ME"
"00133",5.14568957379184,"ME"
"00134",4.37684865192888,"ME"
"00135",4.76496801660448,"ME"
"00137",4.39417522562447,"ME"
"00138",4.47510240554363,"ME"
"00139",4.6410788683811,"ME"
"00141",5.05366985612052,"ME"
"00148",4.45818861844293,"ME"
"00151",3.87328933544808,"ME"
"00152",9.13191660377085,"MD"
"00158",5.01382204754858,"MA"
"00160",4.09133424408585,"MN"
"00161",4.2072233392011,"MN"
"00164",4.50967925789899,"MN"
"00165",4.57103435942622,"MN"
"00166",4.41577217005204,"MN"
"00168",3.8342704010965,"NH"
"00172",3.81645771697714,"NH"
"00173",3.69854090818008,"NH"
"00174",3.82339415061961,"NH"
"00176",3.35073186297118,"NH"
"00177",3.50285177374773,"NH"
"00179",3.49135880779155,"NH"
"00180",3.03960742555977,"NH"
"00181",3.87717936071771,"NH"
"00182",4.21770761999459,"NH"
"00183",3.7569809909031,"NH"
"00184",3.84700058966367,"NH"
"00185",4.49837259590797,"NH"
"00188",8.54810578761448,"TX"
"00195",5.18729261958661,"WA"
"00197",4.54990983025384,"AZ"
"00199",4.52428788546503,"AZ"
"00501",9.28283980148719,"NY"
"00544",9.28283980148719,"NY"
"01001",9.30367352903474,"MA"
"01002",6.06825942221475,"MA"
"01003",7.05891833743663,"MA"
"01004",6.49831601226774,"MA"
"01005",5.97587672176021,"MA"
"01007",5.75378057927321,"MA"
"01008",6.81593389712836,"MA"
"01009",5.73626193265806,"MA"
"01010",6.43135050057492,"MA"
"01011",6.26800046839203,"MA"
"01012",6.35770940385622,"MA"
"01013",9.45676866839941,"MA"
"01014",9.81453334400389,"MA"
"01020",8.92567747253727,"MA"
"01021",9.50834813485804,"MA"
"01022",8.4585814229342,"MA"
"01026",6.32047480095659,"MA"
"01027",7.24126657757535,"MA"
"01028",8.99048014201104,"MA"
"01029",6.91033285277338,"MA"
"01030",9.1271764706074,"MA"
"01031",5.61244718798201,"MA"
"01032",6.20566226789861,"MA"
"01033",7.7246881795088,"MA"
"01034",6.51948359939202,"MA"
"01035",7.2684848600432,"MA"
"01036",8.39687424438318,"MA"
"01037",5.37234627320847,"MA"
"01038",7.34233717147631,"MA"
"01039",7.18022010611535,"MA"
"01040",8.69628469986141,"MA"
"01041",8.59798287515371,"MA"
"01050",6.50926424889681,"MA"
"01053",7.40411780392111,"MA"
"01054",6.87012656982456,"MA"
"01056",8.23564295868407,"MA"
"01057",7.22058396741005,"MA"
"01059",6.63651278564294,"MA"
"01060",8.14571640674506,"MA"
"01061",9.33377829913744,"MA"
"01062",7.75881934984585,"MA"
"01063",9.13917002517861,"MA"
"01066",7.50653681093082,"MA"
"01068",6.67789026972689,"MA"
"01069",6.27206406912291,"MA"
"01070",6.05636861646853,"MA"
"01071",7.0506242407891,"MA"
"01072",6.14241199589982,"MA"
"01073",8.01737760631515,"MA"
"01074",8.77042045251219,"MA"
"01075",8.14778718526099,"MA"
"01077",8.39044971658145,"MA"
"01079",6.49471594287989,"MA"
"01080",6.91735833515982,"MA"
"01081",6.70473092600114,"MA"
"01082",5.63166495117492,"MA"
"01083",5.66754281989686,"MA"
"01084",6.56154386626075,"MA"
"01085",8.41124886331749,"MA"
"01086",8.86435282182375,"MA"
"01088",7.73596201430905,"MA"
"01089",9.54198170977503,"MA"
"01090",9.7681029577642,"MA"
"01092",5.8764178459713,"MA"
"01093",7.51611949690362,"MA"
"01094",6.23517674213109,"MA"
"01095",8.68034517806066,"MA"
"01096",6.29334739626346,"MA"
"01097",8.93955456582869,"MA"
"01098",6.1817886087611,"MA"
"01101",9.92020931931392,"MA"
"01102",9.92020931931392,"MA"
"01103",10.1520488937647,"MA"
"01104",9.71854487401671,"MA"
"01105",9.92201859338583,"MA"
"01106",9.18759158985752,"MA"
"01107",10.0272986970724,"MA"
"01108",9.33610266033784,"MA"
"01109",9.51285961941386,"MA"
"01111",9.22148433542794,"MA"
"01115",10.1326451823702,"MA"
"01116",8.70360122930907,"MA"
"01118",9.21537950571628,"MA"
"01119",9.26593379713647,"MA"
"01128",9.31916069220433,"MA"
"01129",9.13646860062459,"MA"
"01138",9.54777462485282,"MA"
"01139",9.45151627123159,"MA"
"01144",10.1326451823702,"MA"
"01151",9.05511369159442,"MA"
"01152",8.8771375385446,"MA"
"01199",10.031925663669,"MA"
"01201",6.9984613185867,"MA"
"01202",8.5742255111018,"MA"
"01203",8.5742255111018,"MA"
"01220",6.09524579118712,"MA"
"01222",6.43807765480467,"MA"
"01223",6.30564361890683,"MA"
"01224",6.61427236397519,"MA"
"01225",6.34095244929765,"MA"
"01226",6.38126296757318,"MA"
"01227",7.09793459965567,"MA"
"01229",6.82710939439479,"MA"
"01230",6.78566748555404,"MA"
"01235",6.10995261471465,"MA"
"01236",6.89400533978603,"MA"
"01237",6.02837530081062,"MA"
"01238",7.22879471753234,"MA"
"01240",7.48492571956702,"MA"
"01242",7.08720789335293,"MA"
"01243",5.90630497040265,"MA"
"01244",6.46137016886319,"MA"
"01245",6.37194263784411,"MA"
"01247",5.77306599196243,"MA"
"01252",7.10613473503829,"MA"
"01253",6.71979939737236,"MA"
"01254",7.49981130794511,"MA"
"01255",5.89280823364478,"MA"
"01256",5.52210032059464,"MA"
"01257",6.46440490832355,"MA"
"01258",5.89951259727751,"MA"
"01259",6.19811338080526,"MA"
"01260",8.59227163413245,"MA"
"01262",7.65202546230669,"MA"
"01263",7.8973271116931,"MA"
"01264",7.77843948813106,"MA"
"01266",7.20522851470345,"MA"
"01267",5.89668637685289,"MA"
"01270",6.01231803109281,"MA"
"01301",8.10683952259901,"MA"
"01302",9.03734909769069,"MA"
"01330",6.42735808386019,"MA"
"01331",6.10528387586128,"MA"
"01337",7.17939893916438,"MA"
"01338",6.61934870353464,"MA"
"01339",5.86173638001149,"MA"
"01340",6.31576165441722,"MA"
"01341",6.94847451718115,"MA"
"01342",7.91726324475086,"MA"
"01343",5.2594724400055,"MA"
"01344",6.83931981861161,"MA"
"01346",5.81833068097898,"MA"
"01347",8.23905628113572,"MA"
"01349",7.36084740654474,"MA"
"01350",4.81763657042214,"MA"
"01351",7.33947216395046,"MA"
"01354",7.74455990769177,"MA"
"01355",5.66368230398028,"MA"
"01360",7.31426068947388,"MA"
"01364",6.65315365958505,"MA"
"01366",5.64265009630579,"MA"
"01367",5.28258770669864,"MA"
"01368",5.82043665335328,"MA"
"01370",6.6962830290242,"MA"
"01373",7.99210732654032,"MA"
"01375",7.54656104517562,"MA"
"01376",7.97519879761129,"MA"
"01378",6.74275713834217,"MA"
"01379",6.934160908903,"MA"
"01380",7.58274212508917,"MA"
"01420",6.35198519478047,"MA"
"01430",5.45108332212573,"MA"
"01431",5.66057507524898,"MA"
"01432",7.25652531036573,"MA"
"01434",7.02743297725762,"MA"
"01436",5.83593138192308,"MA"
"01438",6.7572464439258,"MA"
"01440",6.04114131129869,"MA"
"01441",5.88350276033636,"MA"
"01450",6.9383095626832,"MA"
"01451",7.16997031686233,"MA"
"01452",6.1585522105162,"MA"
"01453",6.62215916013164,"MA"
"01460",7.55738712436408,"MA"
"01462",6.19974418978405,"MA"
"01463",6.70361222134597,"MA"
"01464",6.42675004334872,"MA"
"01467",7.00708565750205,"MA"
"01468",6.0084851924381,"MA"
"01469",6.16705117374103,"MA"
"01470",6.5404824842282,"MA"
"01471",7.91461969044719,"MA"
"01472",6.1671549067325,"MA"
"01473",5.94956326743936,"MA"
"01474",5.92713736611439,"MA"
"01475",5.35271126416692,"MA"
"01477",4.93412559489631,"MA"
"01501",8.56022192796563,"MA"
"01503",7.4331370621727,"MA"
"01504",7.7677677111439,"MA"
"01505",7.45556192098276,"MA"
"01506",6.81479714794625,"MA"
"01507",7.90443034822545,"MA"
"01508",7.68181368349286,"MA"
"01509",6.83381257209552,"MA"
"01510",7.56630745163102,"MA"
"01515",7.59570882462715,"MA"
"01516",6.63182832883862,"MA"
"01517",5.74093126067222,"MA"
"01518",6.83210205471347,"MA"
"01519",8.37094367698187,"MA"
"01520",7.60750407985897,"MA"
"01521",6.70537790741497,"MA"
"01522",7.39270286554038,"MA"
"01523",6.84063635504014,"MA"
"01524",7.58172259255809,"MA"
"01525",7.91073897948346,"MA"
"01526",7.57775652755699,"MA"
"01527",8.65005512091606,"MA"
"01529",7.20299672291254,"MA"
"01531",6.00687286839833,"MA"
"01532",8.39916096916615,"MA"
"01534",7.98612902984854,"MA"
"01535",6.60026718200365,"MA"
"01536",8.7342944638013,"MA"
"01537",8.03422954774365,"MA"
"01538",8.02015320691624,"MA"
"01540",8.08011913600432,"MA"
"01541",6.43871202155838,"MA"
"01542",7.98504247049824,"MA"
"01543",6.91220904811529,"MA"
"01545",8.39758551240998,"MA"
"01546",8.94185450868181,"MA"
"01550",7.334885783788,"MA"
"01560",8.14965360592306,"MA"
"01561",6.86358433989877,"MA"
"01562",7.51395913576096,"MA"
"01564",7.00206941758137,"MA"
"01566",7.29446661718234,"MA"
"01568",8.31295669767592,"MA"
"01569",7.15864688425645,"MA"
"01570",7.08556781568757,"MA"
"01571",7.29808318822705,"MA"
"01580",8.76340051635767,"MA"
"01581",8.72122325644483,"MA"
"01582",7.88372013099883,"MA"
"01583",7.47882525194574,"MA"
"01585",5.90594694630675,"MA"
"01586",9.09553868403673,"MA"
"01588",7.87628192818951,"MA"
"01590",8.05436337807405,"MA"
"01601",8.73241661270225,"MA"
"01602",8.3208302253632,"MA"
"01603",8.66322663477904,"MA"
"01604",8.65524817009582,"MA"
"01605",8.71526568934542,"MA"
"01606",8.56977108743869,"MA"
"01607",8.66068856995179,"MA"
"01608",8.9081959891146,"MA"
"01609",8.11518380552506,"MA"
"01610",9.05209743805854,"MA"
"01611",8.19780632351962,"MA"
"01612",7.10418877361804,"MA"
"01613",8.83991010534502,"MA"
"01614",8.67138397112804,"MA"
"01615",8.96190879711511,"MA"
"01653",8.96190879711511,"MA"
"01654",8.96190879711511,"MA"
"01655",8.90568735013563,"MA"
"01701",7.58296674159118,"MA"
"01702",7.93857536646525,"MA"
"01703",7.5821856118897,"MA"
"01704",7.46788427292453,"MA"
"01705",7.728839321675,"MA"
"01719",7.53953858103701,"MA"
"01720",7.37398022962557,"MA"
"01721",7.95626827775797,"MA"
"01730",8.20450266990059,"MA"
"01731",8.53885303702031,"MA"
"01740",7.2512650858816,"MA"
"01741",8.11550406139225,"MA"
"01742",7.42535566588923,"MA"
"01745",8.17941569738727,"MA"
"01746",8.18249508808936,"MA"
"01747",7.77172308865123,"MA"
"01748",8.4696366469107,"MA"
"01749",7.32947996769275,"MA"
"01752",7.58736187338226,"MA"
"01754",7.38855096210628,"MA"
"01756",7.90644887183598,"MA"
"01757",8.38934950635977,"MA"
"01760",8.49991213243087,"MA"
"01770",8.13329386069524,"MA"
"01772",7.7264832332553,"MA"
"01773",8.16224789314974,"MA"
"01775",7.2237212176126,"MA"
"01776",7.30329631387531,"MA"
"01778",7.90415408194523,"MA"
"01784",8.12760850083799,"MA"
"01801",9.27140155021209,"MA"
"01803",8.80524884549271,"MA"
"01805",9.11980069807174,"MA"
