"ZIP","ozone","STATE"
"00012",43.9121562411626,"CA"
"00014",46.0968952055923,"AZ"
"00015",48.3140885057055,"AZ"
"00016",53.133348035148,"CA"
"00017",53.2226637873417,"CA"
"00018",46.8228049491304,"CA"
"00019",43.4749550856844,"CA"
"00020",52.8968658226664,"CA"
"00022",29.0286022286193,"CA"
"00026",54.5078208109476,"CA"
"00027",50.3081166678583,"CO"
"00028",44.2486772333304,"CA"
"00029",47.8361605804934,"CA"
"00031",45.0795233854576,"CA"
"00032",44.1276798436843,"CA"
"00033",44.9334955928982,"CA"
"00034",40.578097421722,"CA"
"00035",41.3130157797696,"CA"
"00037",39.0391410334473,"CA"
"00038",43.185785700547,"CA"
"00039",38.9996605000148,"CA"
"00040",52.2929256339857,"CA"
"00041",36.0680177884716,"FL"
"00042",42.4720802026918,"FL"
"00043",35.5364475119769,"FL"
"00044",49.1500957021704,"CA"
"00045",43.3530093908655,"FL"
"00047",38.9633872748172,"CA"
"00048",36.6547187465403,"CA"
"00049",39.6157440646839,"CA"
"00050",39.7927428524017,"CA"
"00051",47.2642112248075,"CA"
"00052",46.9555347252965,"CA"
"00053",36.4391509115905,"FL"
"00054",38.8541162823246,"CA"
"00055",41.5373636958284,"CA"
"00056",43.2423294233784,"ID"
"00057",40.2437986057457,"CA"
"00058",52.4922553647076,"CA"
"00059",35.7964365558774,"MN"
"00060",34.7643854234065,"MN"
"00061",40.822943282285,"CA"
"00063",39.0427034263479,"MT"
"00064",48.1076724628095,"NM"
"00065",46.9857978271402,"CA"
"00066",48.6169762572471,"NM"
"00067",44.7580872809805,"OK"
"00068",35.6563994337058,"OR"
"00069",38.0445072356369,"OR"
"00070",36.7262789611019,"OR"
"00071",49.3401216820788,"UT"
"00072",35.7084177877482,"WA"
"00073",35.7792684317496,"WA"
"00074",36.2016767623298,"WA"
"00075",47.401495312412,"MT"
"00076",35.7370077706553,"WA"
"00077",36.5006780715457,"OR"
"00078",47.298652100205,"ID"
"00082",36.0112261313367,"VT"
"00083",25.3522733049705,"NY"
"00084",41.5674979881719,"NC"
"00087",41.8498329135046,"FL"
"00097",35.6984322610491,"FL"
"00098",34.8168917016632,"FL"
"00100",52.4373309613266,"UT"
"00116",41.6177279907853,"LA"
"00119",43.2029943539727,"LA"
"00120",42.8791769268669,"LA"
"00121",43.3656979974332,"LA"
"00122",45.347759789833,"LA"
"00125",34.3862636715405,"ME"
"00126",36.1792436018578,"ME"
