"ZIP","no2","STATE"
"00012",9.1844833205673,"CA"
"00014",14.5099379007899,"AZ"
"00015",13.1099649206493,"AZ"
"00016",4.36683418086999,"CA"
"00017",5.59379623419612,"CA"
"00018",5.63871812838162,"CA"
"00019",7.49821351715594,"CA"
"00020",1.49089722845644,"CA"
"00022",6.61678182075788,"CA"
"00026",6.50816181945738,"CA"
"00027",11.8275382431979,"CO"
"00028",8.53172766539607,"CA"
"00029",4.25805656670487,"CA"
"00031",8.49228622213163,"CA"
"00032",4.03576786569647,"CA"
"00033",8.194287466081,"CA"
"00034",2.53115652569128,"CA"
"00035",9.67759033158043,"CA"
"00037",5.64462111087976,"CA"
"00038",10.9444579963697,"CA"
"00039",6.35842174515523,"CA"
"00040",2.06608290586611,"CA"
"00041",9.2533777695266,"FL"
"00042",7.25565043693324,"FL"
"00043",6.61706239676005,"FL"
"00044",1.71818201577245,"CA"
"00045",7.26716484898006,"FL"
"00047",6.715926561197,"CA"
"00048",8.03926102191242,"CA"
"00049",2.74183800990677,"CA"
"00050",2.71095422915496,"CA"
"00051",4.74075171874835,"CA"
"00052",2.49024329766043,"CA"
"00053",9.8441496710709,"FL"
"00054",5.10750153192236,"CA"
"00055",1.9877440363832,"CA"
"00056",16.3240052810965,"ID"
"00057",6.46113248007636,"CA"
"00058",0.92417573593801,"CA"
"00059",7.49451467208216,"MN"
"00060",7.04031981715542,"MN"
"00061",13.0189326371659,"CA"
"00063",6.38674150983986,"MT"
"00064",12.8162445523555,"NM"
"00065",4.69550227431519,"CA"
"00066",8.80018891973454,"NM"
"00067",10.7907569335642,"OK"
"00068",9.24125281603181,"OR"
"00069",7.78270590920394,"OR"
"00070",10.2413060865294,"OR"
"00071",4.63137933054689,"UT"
"00072",3.69228770302777,"WA"
"00073",9.1128897633259,"WA"
"00074",11.2450417215759,"WA"
"00076",5.81323060093484,"WA"
"00077",7.92829762926413,"OR"
"00084",9.52769327716644,"NC"
"00087",5.68554273439056,"FL"
"00097",6.72690041063555,"FL"
"00098",8.12414158566297,"FL"
"00100",9.95457990591701,"UT"
"00116",7.74157620274253,"LA"
"00119",9.45872382235745,"LA"
"00120",8.05306907558575,"LA"
"00121",14.4680464001036,"LA"
"00122",7.32005233248691,"LA"
"00125",5.30841168027786,"ME"
"00126",11.3167748520049,"ME"
"00127",5.74882054979639,"ME"
"00128",12.0849329432226,"ME"
"00130",6.48101875716801,"ME"
"00132",7.36867402052519,"ME"
"00133",11.3755652654284,"ME"
"00134",5.2388940355484,"ME"
"00135",6.88783415532959,"ME"
"00137",4.06827378404303,"ME"
"00138",5.06931975147964,"ME"
"00139",10.8462879879748,"ME"
"00141",6.16850064617489,"ME"
"00148",3.83193829500119,"ME"
"00151",4.38682777573658,"ME"
"00152",5.48010341943426,"MD"
"00158",4.22150694085442,"MA"
"00160",8.06442040638365,"MN"
"00161",8.04291231950596,"MN"
"00164",4.24802906611988,"MN"
"00165",5.20788092563089,"MN"
"00166",4.52706089164167,"MN"
"00168",8.84633251035306,"NH"
"00172",6.89494952919041,"NH"
"00173",9.05365378693548,"NH"
"00174",9.60015678515556,"NH"
"00176",8.68714575684373,"NH"
"00177",11.843802578028,"NH"
"00179",9.95356261404056,"NH"
"00180",8.76769439724765,"NH"
"00181",9.72895032107447,"NH"
"00182",10.4150595617322,"NH"
"00183",10.7936676814821,"NH"
"00184",10.7516252667412,"NH"
"00185",10.1059406950519,"NH"
"00188",9.32412273176069,"TX"
"00195",9.61394130329296,"WA"
"00197",15.2752254929646,"AZ"
"00199",17.0587701089806,"AZ"
"00501",22.4469498884333,"NY"
"00544",22.4469498884333,"NY"
"01001",21.6910971397102,"MA"
"01002",6.48265484713336,"MA"
"01003",8.91110818827435,"MA"
"01004",9.61534409012098,"MA"
"01005",8.77715148225361,"MA"
"01007",5.85055441603092,"MA"
"01008",13.2916505372476,"MA"
"01009",7.16970672037461,"MA"
"01010",10.5345085221404,"MA"
"01011",9.84270654763689,"MA"
"01012",9.90613100170582,"MA"
"01013",20.7115335707608,"MA"
"01014",26.8693984978457,"MA"
"01020",16.6603221648032,"MA"
"01021",17.1199673681965,"MA"
"01022",13.9459623384869,"MA"
"01026",9.84212017983221,"MA"
"01027",10.0339501978195,"MA"
"01028",17.1857465633682,"MA"
"01029",14.1877607446278,"MA"
"01030",17.1896132492311,"MA"
"01031",6.61174594252326,"MA"
"01032",11.1685835511985,"MA"
"01033",9.01402323249373,"MA"
"01034",11.3944379358223,"MA"
"01035",8.86566849282014,"MA"
"01036",9.79213861870913,"MA"
"01037",6.40265939876785,"MA"
"01038",7.61618785032161,"MA"
"01039",8.86026488796602,"MA"
"01040",15.1061015431956,"MA"
"01041",15.8484472257544,"MA"
"01050",9.95895301435959,"MA"
"01053",9.46650398819025,"MA"
"01054",6.14772866339776,"MA"
"01056",11.9258381152019,"MA"
"01057",10.2406076636037,"MA"
"01059",6.98075900255303,"MA"
"01060",13.2089308641164,"MA"
"01061",15.700168772803,"MA"
"01062",10.5307018933566,"MA"
"01068",11.006758061807,"MA"
"01069",7.96565712730841,"MA"
"01070",9.5668307699209,"MA"
"01071",12.9707139329716,"MA"
"01072",6.49573274219479,"MA"
"01073",10.3437920371495,"MA"
"01074",8.84532666856851,"MA"
"01075",12.3297639542463,"MA"
"01077",11.5086774733563,"MA"
"01079",7.2115832057575,"MA"
"01080",9.72400379638032,"MA"
"01081",10.8184550313748,"MA"
"01082",5.25359891184993,"MA"
"01083",8.49094501446504,"MA"
"01084",9.59337831939898,"MA"
"01085",14.6067064532414,"MA"
"01086",21.6823004657601,"MA"
"01088",9.94887101269028,"MA"
"01089",23.3468547470774,"MA"
