"ZIP","ozone","STATE"
"00012",44.2941409833392,"CA"
"00014",46.0227250656543,"AZ"
"00015",48.0836096523785,"AZ"
"00016",52.1764695506145,"CA"
"00017",52.1804877274579,"CA"
"00018",49.0415413752017,"CA"
"00019",44.3457412011552,"CA"
"00020",51.3958658676156,"CA"
"00022",32.0786908971064,"CA"
"00026",52.1430723183651,"CA"
"00027",52.8241559992895,"CO"
"00028",44.4680096137828,"CA"
"00029",47.4134597740905,"CA"
"00031",45.6857074594939,"CA"
"00032",43.8936242416172,"CA"
"00033",46.0644774072619,"CA"
"00034",41.5709505122683,"CA"
"00035",42.4293479014641,"CA"
"00037",42.4442858981095,"CA"
"00038",45.0694345964642,"CA"
"00039",41.0802693789963,"CA"
"00040",51.4597684500788,"CA"
"00041",36.0815699685649,"FL"
"00042",42.3715459322258,"FL"
"00043",37.5635209382374,"FL"
"00044",48.2782031840244,"CA"
"00045",41.6714907761125,"FL"
"00047",40.5220438148665,"CA"
"00048",38.4935573193641,"CA"
"00049",41.2553530729358,"CA"
"00050",42.7821075378509,"CA"
"00051",46.8048255466251,"CA"
"00052",46.1788709790932,"CA"
"00053",36.3107715398295,"FL"
"00054",40.4957391362723,"CA"
"00055",43.6409282476007,"CA"
"00056",45.0060503203624,"ID"
"00057",42.1162639423557,"CA"
"00058",52.730539480029,"CA"
"00059",37.7057183871605,"MN"
"00060",37.2393324920566,"MN"
"00061",43.5832484028669,"CA"
"00063",40.8693846693169,"MT"
"00064",47.1961187181804,"NM"
"00065",46.8167054398582,"CA"
"00066",45.7370675084347,"NM"
"00067",44.4661400667756,"OK"
"00068",38.312900073437,"OR"
"00069",39.526335449224,"OR"
"00070",38.526709420154,"OR"
"00071",48.0347495651711,"UT"
"00072",35.694633049139,"WA"
"00073",38.0891755875253,"WA"
"00074",38.0353895918822,"WA"
"00076",36.1066740311209,"WA"
"00077",38.8390166916639,"OR"
"00084",40.7316190487367,"NC"
"00087",42.3827942016938,"FL"
"00097",38.1078601885543,"FL"
"00098",38.1438294068072,"FL"
"00100",49.1204596479717,"UT"
"00116",41.7269736653622,"LA"
"00119",43.3507094896602,"LA"
"00120",43.1512414414413,"LA"
"00121",43.0207461877051,"LA"
"00122",44.1003102999079,"LA"
"00125",33.4868973038502,"ME"
"00126",35.9934018855547,"ME"
"00127",34.4545460483879,"ME"
"00128",35.2168081784079,"ME"
"00130",33.3176827560536,"ME"
"00132",35.0009288985417,"ME"
"00133",35.5903331707684,"ME"
"00134",34.4203727465322,"ME"
"00135",34.0958036298215,"ME"
"00137",32.3654325713001,"ME"
"00138",33.142265627263,"ME"
"00139",35.4260224523733,"ME"
"00140",35.9037605637351,"ME"
"00141",32.7127049511791,"ME"
"00145",34.7280567923385,"ME"
"00147",36.1595501237963,"ME"
"00148",32.4884340021247,"ME"
"00151",34.0211789542416,"ME"
"00152",41.1890383213422,"MD"
"00157",32.8823808416468,"MA"
"00158",38.8930908120926,"MA"
"00160",37.3292862090876,"MN"
"00161",36.8483090867895,"MN"
"00164",37.4752714775872,"MN"
"00165",37.4795753005025,"MN"
"00166",37.4230874042607,"MN"
"00168",36.1176990122092,"NH"
"00172",37.596152029892,"NH"
"00173",38.4342333375267,"NH"
"00174",38.792099392551,"NH"
"00176",40.1825269243501,"NH"
"00177",35.2558997081395,"NH"
"00179",38.3776737932962,"NH"
"00180",39.7028728998462,"NH"
"00181",37.9764622357554,"NH"
"00182",36.355548220447,"NH"
"00183",33.3561764659894,"NH"
"00184",32.9206220580904,"NH"
"00185",37.7227703721869,"NH"
"00188",36.1922586087142,"TX"
"00195",34.4178847559809,"WA"
"00197",45.7660718850314,"AZ"
"00199",51.0525105399996,"AZ"
"00501",36.2277012096318,"NY"
"00544",36.2277012096318,"NY"
"01001",37.9796129017296,"MA"
"01002",36.582950798948,"MA"
"01003",35.7804852626955,"MA"
"01004",38.0279351883145,"MA"
"01005",38.1183947322557,"MA"
"01007",38.7751852797453,"MA"
"01008",38.1418134464479,"MA"
"01009",39.9353143822706,"MA"
"01010",38.4936906111695,"MA"
"01011",37.8608304849603,"MA"
"01012",37.646370874297,"MA"
"01013",37.6626808638431,"MA"
"01014",37.1606286409558,"MA"
"01020",37.9249946358194,"MA"
"01021",37.2006295665672,"MA"
"01022",38.6028025625694,"MA"
"01026",37.329854735203,"MA"
"01027",37.7966864811667,"MA"
"01028",38.15259557436,"MA"
"01029",36.9547578548919,"MA"
"01030",38.1617789682968,"MA"
"01031",38.8523666841386,"MA"
"01032",36.7406404373153,"MA"
"01033",38.1914932884382,"MA"
"01034",38.7180628934687,"MA"
"01035",36.0048677259239,"MA"
"01036",38.8148650324277,"MA"
"01037",37.473588425305,"MA"
"01038",35.7523462252547,"MA"
"01039",36.2414710926009,"MA"
"01040",38.0400563389011,"MA"
"01041",37.2618851342416,"MA"
"01050",37.8574150753233,"MA"
"01053",36.4462014941732,"MA"
"01054",36.2262753504507,"MA"
"01056",38.3318576044051,"MA"
"01057",38.8786571597306,"MA"
"01059",37.0721777335702,"MA"
"01060",36.3499131573307,"MA"
"01061",37.779011785771,"MA"
"01062",36.6389560044647,"MA"
"01066",38.8012701192642,"MA"
"01068",38.5340507231096,"MA"
"01069",38.7018490284511,"MA"
"01070",37.843591588292,"MA"
"01071",38.1865983627939,"MA"
"01072",36.9414453911796,"MA"
"01073",37.977256234924,"MA"
"01074",36.9328864580348,"MA"
"01075",37.8076315441115,"MA"
"01077",38.0848108085492,"MA"
"01079",38.5987634055167,"MA"
"01080",38.6559612829475,"MA"
